ward_id,ward_name,date,tmax_adj_c,rh_mean_pct,wbgt_peak_c,hi_peak_c,hazard_score,risk_score,uhi_delta_c,vulnerability,population,risk_band,risk_colour,exposed_population,relative_risk,excess_deaths_per_day,run_at
14,Ward 14,2026-09-05,32.81,75.93,30.95,42.27,42.3,33.6,2.71,54.2,53343,Caution,Yellow,17923.0,1.1,0.11,2026-09-04T18:06:16
103,Ward 103,2026-09-05,32.51,78.74,31.11,42.67,43.9,33.5,2.31,47.3,25428,Caution,Yellow,8518.0,1.11,0.05,2026-09-04T18:06:16
17,Ward 17,2026-09-05,32.94,75.37,31.01,42.43,42.9,33.4,2.84,51.0,21023,Caution,Yellow,7022.0,1.1,0.04,2026-09-04T18:06:16
36,Ward 36,2026-09-05,32.2,78.64,30.65,41.32,39.3,33.4,2.1,66.9,27238,Caution,Yellow,9097.0,1.1,0.05,2026-09-04T18:06:16
8,Ward 8,2026-09-05,32.88,75.65,30.99,42.37,42.7,33.3,2.78,50.9,18760,Caution,Yellow,6247.0,1.1,0.04,2026-09-04T18:06:16
50,Ward 50,2026-09-05,32.73,75.23,30.94,42.5,42.2,33.3,2.63,53.0,17251,Caution,Yellow,5745.0,1.1,0.04,2026-09-04T18:06:16
27,Ward 27,2026-09-05,32.73,76.28,30.91,42.14,41.9,33.2,2.63,53.7,19350,Caution,Yellow,6424.0,1.1,0.04,2026-09-04T18:06:16
101,Ward 101,2026-09-05,32.4,79.24,31.07,42.47,43.5,33.2,2.2,47.2,40208,Caution,Yellow,13349.0,1.11,0.08,2026-09-04T18:06:16
3,Ward 3,2026-09-05,32.68,76.5,30.89,42.06,41.7,33.1,2.58,54.4,53855,Caution,Yellow,17826.0,1.1,0.11,2026-09-04T18:06:16
13,Ward 13,2026-09-05,32.62,76.76,30.86,41.95,41.4,33.1,2.52,55.4,33066,Caution,Yellow,10945.0,1.1,0.07,2026-09-04T18:06:16
81,Ward 81,2026-09-05,32.54,76.07,30.85,42.19,41.3,33.0,2.44,55.1,41501,Caution,Yellow,13695.0,1.1,0.08,2026-09-04T18:06:16
7,Ward 7,2026-09-05,32.71,76.37,30.9,42.11,41.8,32.9,2.61,52.6,19180,Caution,Yellow,6310.0,1.1,0.04,2026-09-04T18:06:16
1,Ward 1,2026-09-05,32.63,76.73,30.86,41.98,41.4,32.8,2.53,53.6,53125,Caution,Yellow,17425.0,1.1,0.11,2026-09-04T18:06:16
15,Ward 15,2026-09-05,32.71,76.37,30.9,42.11,41.8,32.8,2.61,52.4,23922,Caution,Yellow,7846.0,1.1,0.05,2026-09-04T18:06:16
105,Ward 105,2026-09-05,32.58,77.92,31.05,42.11,43.3,32.7,2.38,45.8,21267,Caution,Yellow,6954.0,1.11,0.04,2026-09-04T18:06:16
133,Ward 133,2026-09-05,32.47,76.38,30.82,42.08,41.0,32.7,2.37,55.1,25588,Caution,Yellow,8367.0,1.1,0.05,2026-09-04T18:06:16
96,Ward 96,2026-09-05,32.33,77.27,31.0,42.36,42.8,32.6,2.33,47.3,31033,Caution,Yellow,10117.0,1.1,0.06,2026-09-04T18:06:16
35,Ward 35,2026-09-05,32.74,76.25,30.92,42.17,42.0,32.5,2.64,49.9,35024,Caution,Yellow,11383.0,1.1,0.07,2026-09-04T18:06:16
51,Ward 51,2026-09-05,32.66,75.54,30.91,42.39,41.9,32.5,2.56,50.0,13556,Caution,Yellow,4406.0,1.1,0.03,2026-09-04T18:06:16
68,Ward 68,2026-09-05,32.33,79.05,30.93,41.72,42.1,32.5,2.13,49.4,20724,Caution,Yellow,6735.0,1.1,0.04,2026-09-04T18:06:16
95,Ward 95,2026-09-05,32.29,77.43,30.97,42.3,42.5,32.5,2.29,47.6,26737,Caution,Yellow,8690.0,1.1,0.06,2026-09-04T18:06:16
98,Ward 98,2026-09-05,32.33,77.27,31.0,42.36,42.8,32.5,2.33,46.3,31708,Caution,Yellow,10305.0,1.1,0.07,2026-09-04T18:06:16
102,Ward 102,2026-09-05,32.3,79.7,31.02,42.34,43.0,32.5,2.1,45.5,21503,Caution,Yellow,6988.0,1.11,0.04,2026-09-04T18:06:16
132,Ward 132,2026-09-05,32.48,76.31,30.82,42.11,41.0,32.5,2.38,53.9,26274,Caution,Yellow,8539.0,1.1,0.05,2026-09-04T18:06:16
138,Ward 138,2026-09-05,31.7,80.59,30.67,41.3,39.5,32.5,1.8,60.7,28858,Caution,Yellow,9379.0,1.1,0.05,2026-09-04T18:06:16
4,Ward 4,2026-09-05,32.61,76.82,30.85,41.96,41.3,32.3,2.51,51.5,34476,Caution,Yellow,11136.0,1.1,0.07,2026-09-04T18:06:16
72,Ward 72,2026-09-05,32.5,76.23,30.83,42.14,41.1,32.3,2.4,52.6,19167,Caution,Yellow,6191.0,1.1,0.04,2026-09-04T18:06:16
117,Ward 117,2026-09-05,32.44,76.51,30.81,42.06,40.9,32.3,2.34,53.1,21824,Caution,Yellow,7049.0,1.1,0.04,2026-09-04T18:06:16
104,Ward 104,2026-09-05,32.51,78.23,31.02,42.0,43.0,32.1,2.31,43.9,33185,Caution,Yellow,10652.0,1.11,0.07,2026-09-04T18:06:16
116,Ward 116,2026-09-05,32.09,78.34,30.87,41.99,41.5,32.1,2.09,49.7,28338,Caution,Yellow,9096.0,1.1,0.06,2026-09-04T18:06:16
89,Ward 89,2026-09-05,32.53,76.1,30.84,42.2,41.2,31.9,2.43,50.0,22304,Caution,Yellow,7115.0,1.1,0.04,2026-09-04T18:06:16
118,Ward 118,2026-09-05,32.4,76.67,30.78,41.97,40.6,31.9,2.3,52.3,21810,Caution,Yellow,6957.0,1.1,0.04,2026-09-04T18:06:16
120,Ward 120,2026-09-05,32.47,76.38,30.82,42.08,41.0,31.8,2.37,49.9,19710,Caution,Yellow,6268.0,1.1,0.04,2026-09-04T18:06:16
92,Ward 92,2026-09-05,32.34,78.99,30.94,41.71,42.2,31.7,2.14,44.8,36450,Caution,Yellow,11555.0,1.1,0.07,2026-09-04T18:06:16
100,Ward 100,2026-09-05,32.15,80.4,30.94,42.08,42.2,31.5,1.95,43.6,25507,Caution,Yellow,8035.0,1.1,0.05,2026-09-04T18:06:16
112,Ward 112,2026-09-05,32.04,78.57,30.85,41.9,41.3,31.5,2.04,47.5,32404,Caution,Yellow,10207.0,1.1,0.06,2026-09-04T18:06:16
113,Ward 113,2026-09-05,32.01,78.7,30.84,41.84,41.2,31.5,2.01,47.7,33475,Caution,Yellow,10545.0,1.1,0.07,2026-09-04T18:06:16
115,Ward 115,2026-09-05,32.1,78.29,30.88,41.99,41.6,31.5,2.1,46.0,31919,Caution,Yellow,10054.0,1.1,0.06,2026-09-04T18:06:16
106,Ward 106,2026-09-05,32.2,79.65,30.87,41.48,41.5,31.4,2.0,46.1,40618,Caution,Yellow,12754.0,1.1,0.08,2026-09-04T18:06:16
107,Ward 107,2026-09-05,32.1,80.1,30.82,41.34,41.0,31.4,1.9,47.8,54260,Caution,Yellow,17038.0,1.1,0.11,2026-09-04T18:06:16
123,Ward 123,2026-09-05,32.0,78.75,30.83,41.85,41.1,31.4,2.0,47.5,35386,Caution,Yellow,11111.0,1.1,0.07,2026-09-04T18:06:16
111,Ward 111,2026-09-05,32.02,80.99,30.87,41.88,41.5,31.3,1.82,45.5,38647,Caution,Yellow,12097.0,1.1,0.08,2026-09-04T18:06:16
57,Ward 57,2026-09-05,31.92,80.93,30.73,41.04,40.1,31.2,1.72,50.6,49856,Caution,Yellow,15555.0,1.1,0.1,2026-09-04T18:06:16
114,Ward 114,2026-09-05,31.94,79.02,30.81,41.72,40.9,31.2,1.94,47.4,41913,Caution,Yellow,13077.0,1.1,0.08,2026-09-04T18:06:16
12,Ward 12,2026-09-05,32.31,78.15,30.71,41.48,39.9,31.1,2.21,51.1,21493,Caution,Yellow,6684.0,1.1,0.04,2026-09-04T18:06:16
71,Ward 71,2026-09-05,32.38,76.76,30.77,41.94,40.5,31.1,2.28,48.2,29922,Caution,Yellow,9306.0,1.1,0.06,2026-09-04T18:06:16
121,Ward 121,2026-09-05,31.92,79.11,30.79,41.7,40.7,31.1,1.92,47.5,29921,Caution,Yellow,9305.0,1.1,0.06,2026-09-04T18:06:16
130,Ward 130,2026-09-05,32.3,77.12,30.73,41.83,40.1,31.0,2.2,49.8,23227,Caution,Yellow,7200.0,1.1,0.04,2026-09-04T18:06:16
31,Ward 31,2026-09-05,32.3,78.19,30.7,41.48,39.8,30.9,2.2,50.1,39025,Caution,Yellow,12059.0,1.1,0.07,2026-09-04T18:06:16
32,Ward 32,2026-09-05,32.1,79.09,30.6,41.15,38.9,30.9,2.0,54.1,45636,Caution,Yellow,14102.0,1.09,0.08,2026-09-04T18:06:16
110,Ward 110,2026-09-05,31.93,81.42,30.83,41.73,41.1,30.9,1.73,44.7,27470,Caution,Yellow,8488.0,1.1,0.05,2026-09-04T18:06:16
124,Ward 124,2026-09-05,31.83,79.53,30.75,41.55,40.3,30.9,1.83,47.9,39179,Caution,Yellow,12106.0,1.1,0.08,2026-09-04T18:06:16
6,Ward 6,2026-09-05,32.13,78.96,30.62,41.21,39.1,30.8,2.03,52.9,42346,Caution,Yellow,13043.0,1.1,0.08,2026-09-04T18:06:16
128,Ward 128,2026-09-05,31.92,79.11,30.79,41.7,40.7,30.8,1.92,46.1,32179,Caution,Yellow,9911.0,1.1,0.06,2026-09-04T18:06:16
139,Ward 139,2026-09-05,31.3,82.48,30.48,40.59,37.7,30.7,1.4,58.5,42014,Caution,Yellow,12898.0,1.09,0.08,2026-09-04T18:06:16
2,Ward 2,2026-09-05,32.41,77.7,30.76,41.64,40.4,30.6,2.31,46.3,48190,Caution,Yellow,14746.0,1.1,0.09,2026-09-04T18:06:16
131,Ward 131,2026-09-05,32.25,77.34,30.7,41.75,39.8,30.6,2.15,48.9,30911,Caution,Yellow,9459.0,1.1,0.06,2026-09-04T18:06:16
125,Ward 125,2026-09-05,31.81,79.62,30.74,41.52,40.2,30.5,1.81,46.6,44850,Caution,Yellow,13679.0,1.1,0.09,2026-09-04T18:06:16
136,Ward 136,2026-09-05,32.07,78.14,30.62,41.46,39.1,30.5,1.97,51.0,21482,Caution,Yellow,6552.0,1.1,0.04,2026-09-04T18:06:16
69,Ward 69,2026-09-05,32.08,78.08,30.62,41.45,39.1,30.4,1.98,50.6,44111,Caution,Yellow,13410.0,1.1,0.08,2026-09-04T18:06:16
93,Ward 93,2026-09-05,32.22,77.46,30.7,41.69,39.8,30.4,2.12,47.7,44364,Caution,Yellow,13487.0,1.1,0.08,2026-09-04T18:06:16
119,Ward 119,2026-09-05,32.26,77.28,30.71,41.74,39.9,30.4,2.16,46.9,16491,Caution,Yellow,5013.0,1.1,0.03,2026-09-04T18:06:16
137,Ward 137,2026-09-05,31.71,79.78,30.44,40.85,37.3,30.0,1.61,56.7,19385,Caution,Yellow,5816.0,1.09,0.03,2026-09-04T18:06:16
129,Ward 129,2026-09-05,32.08,78.08,30.62,41.45,39.1,29.9,1.98,47.9,39654,Caution,Yellow,11857.0,1.1,0.07,2026-09-04T18:06:16
70,Ward 70,2026-09-05,32.16,77.73,30.66,41.6,39.4,29.8,2.06,46.0,18618,Caution,Yellow,5548.0,1.1,0.04,2026-09-04T18:06:16
33,Ward 33,2026-09-05,31.89,81.06,30.71,40.97,39.9,29.6,1.69,42.5,45919,Caution,Yellow,13592.0,1.1,0.09,2026-09-04T18:06:16
86,Ward 86,2026-09-05,32.03,78.31,30.6,41.36,38.9,29.6,1.93,47.1,19195,Caution,Yellow,5682.0,1.09,0.04,2026-09-04T18:06:16
141,Ward 141,2026-09-05,31.08,83.54,30.37,40.2,36.6,29.3,1.18,55.9,41152,Caution,Yellow,12058.0,1.09,0.07,2026-09-04T18:06:16
122,Ward 122,2026-09-05,31.55,80.81,30.61,41.06,39.0,29.2,1.55,43.9,39198,Caution,Yellow,11446.0,1.09,0.07,2026-09-04T18:06:16
127,Ward 127,2026-09-05,31.57,80.72,30.62,41.12,39.1,29.2,1.57,44.0,43782,Caution,Yellow,12784.0,1.1,0.08,2026-09-04T18:06:16
140,Ward 140,2026-09-05,30.97,84.08,30.32,39.98,36.2,29.2,1.07,56.8,30504,Caution,Yellow,8907.0,1.09,0.05,2026-09-04T18:06:16
109,Ward 109,2026-09-05,31.34,84.24,30.55,40.71,38.4,29.1,1.14,46.2,64567,Caution,Yellow,18789.0,1.09,0.12,2026-09-04T18:06:16
58,Ward 58,2026-09-05,31.15,84.61,30.35,39.8,36.5,28.6,0.95,51.8,88465,Caution,Yellow,25301.0,1.09,0.15,2026-09-04T18:06:16
126,Ward 126,2026-09-05,31.42,81.42,30.55,40.84,38.4,28.3,1.42,41.4,31631,Caution,Yellow,8952.0,1.09,0.06,2026-09-04T18:06:16
79,Ward 79,2026-09-05,31.55,80.5,30.36,40.57,36.5,28.2,1.45,49.2,44303,Caution,Yellow,12493.0,1.09,0.08,2026-09-04T18:06:16
5,Ward 5,2026-09-05,31.8,80.47,30.45,40.68,37.4,27.7,1.7,42.1,23707,Caution,Yellow,6567.0,1.09,0.04,2026-09-04T18:06:16
97,Ward 97,2026-09-05,31.35,81.74,30.51,40.74,38.0,27.3,1.35,37.4,37199,Caution,Yellow,10155.0,1.09,0.07,2026-09-04T18:06:16
46,Ward 46,2026-09-05,31.13,82.48,30.16,39.82,34.7,26.7,1.03,48.6,12823,Caution,Yellow,3424.0,1.08,0.02,2026-09-04T18:06:16
74,Ward 74,2026-09-05,31.31,81.62,30.24,40.15,35.4,26.7,1.21,45.1,42176,Caution,Yellow,11261.0,1.08,0.07,2026-09-04T18:06:16
108,Ward 108,2026-09-05,30.56,87.55,30.07,38.82,33.8,25.3,0.36,44.3,64777,Caution,Yellow,16389.0,1.08,0.1,2026-09-04T18:06:16
45,Ward 45,2026-09-05,30.6,87.19,29.94,38.45,32.6,25.2,0.0,49.3,8394,Caution,Yellow,2115.0,1.08,0.01,2026-09-04T18:06:16
87,Ward 87,2026-09-05,31.15,82.38,30.17,39.85,34.7,25.0,1.05,38.2,12675,Caution,Yellow,3169.0,1.08,0.02,2026-09-04T18:06:16
94,Ward 94,2026-09-05,30.57,85.5,30.14,39.32,34.5,24.3,0.57,34.3,27469,Normal,Green,6675.0,1.08,0.04,2026-09-04T18:06:16
80,Ward 80,2026-09-05,30.14,87.35,29.68,37.98,30.2,23.6,0.04,51.2,31094,Normal,Green,7338.0,1.07,0.04,2026-09-04T18:06:16
90,Ward 90,2026-09-05,30.55,85.29,29.88,38.76,32.1,22.9,0.45,36.3,18857,Normal,Green,4318.0,1.08,0.03,2026-09-04T18:06:16
63,Ward 63,2026-09-05,30.18,87.15,29.7,38.06,30.4,22.3,0.08,41.1,24387,Normal,Green,5438.0,1.07,0.03,2026-09-04T18:06:16
24,Ward 24,2026-09-06,35.77,70.57,32.98,47.36,63.8,58.2,3.47,80.5,19824,Danger,Orange,11538.0,1.16,0.06,2026-09-04T18:06:16
54,Ward 54,2026-09-06,35.69,71.62,33.13,48.51,65.5,57.4,3.39,72.5,36235,Danger,Orange,20799.0,1.17,0.12,2026-09-04T18:06:16
23,Ward 23,2026-09-06,35.8,70.46,32.99,47.41,63.9,57.3,3.5,77.0,18256,Danger,Orange,10461.0,1.16,0.06,2026-09-04T18:06:16
49,Ward 49,2026-09-06,35.42,71.96,32.83,47.15,62.1,57.3,3.22,82.7,19416,Danger,Orange,11125.0,1.16,0.06,2026-09-04T18:06:16
29,Ward 29,2026-09-06,35.49,71.68,32.87,47.27,62.6,56.5,3.29,78.3,53782,Danger,Orange,30387.0,1.16,0.17,2026-09-04T18:06:16
39,Ward 39,2026-09-06,35.54,71.48,32.87,47.05,62.6,56.3,3.24,77.7,21296,Danger,Orange,11990.0,1.16,0.07,2026-09-04T18:06:16
18,Ward 18,2026-09-06,35.73,70.72,32.95,47.29,63.5,55.2,3.43,71.1,22267,Danger,Orange,12291.0,1.16,0.07,2026-09-04T18:06:16
28,Ward 28,2026-09-06,35.52,71.55,32.89,47.31,62.8,55.1,3.32,72.7,38110,Danger,Orange,20999.0,1.16,0.12,2026-09-04T18:06:16
42,Ward 42,2026-09-06,35.36,72.23,32.78,46.79,61.6,54.6,3.06,74.9,21746,Danger,Orange,11873.0,1.16,0.07,2026-09-04T18:06:16
48,Ward 48,2026-09-06,35.62,71.18,32.9,47.15,62.9,54.6,3.32,70.7,20437,Danger,Orange,11159.0,1.16,0.06,2026-09-04T18:06:16
43,Ward 43,2026-09-06,35.47,71.77,32.83,46.94,62.1,54.2,3.17,71.9,17677,Danger,Orange,9581.0,1.16,0.05,2026-09-04T18:06:16
37,Ward 37,2026-09-06,35.36,72.2,32.8,47.07,61.8,53.5,3.16,70.2,24020,Danger,Orange,12851.0,1.16,0.07,2026-09-04T18:06:16
77,Ward 77,2026-09-06,35.4,71.12,32.75,47.14,61.2,53.5,3.4,72.2,45984,Danger,Orange,24601.0,1.16,0.14,2026-09-04T18:06:16
60,Ward 60,2026-09-06,35.24,73.47,32.91,47.9,63.0,53.0,2.94,64.6,35732,Danger,Orange,18938.0,1.16,0.11,2026-09-04T18:06:16
41,Ward 41,2026-09-06,35.36,72.23,32.78,46.79,61.6,52.9,3.06,68.6,19946,Danger,Orange,10551.0,1.16,0.06,2026-09-04T18:06:16
19,Ward 19,2026-09-06,35.61,71.21,32.89,47.12,62.8,52.7,3.31,64.3,21158,Danger,Orange,11150.0,1.16,0.07,2026-09-04T18:06:16
65,Ward 65,2026-09-06,35.2,73.62,32.89,47.82,62.8,52.7,2.9,64.2,72427,Danger,Orange,38169.0,1.16,0.23,2026-09-04T18:06:16
66,Ward 66,2026-09-06,35.15,73.83,32.87,47.76,62.6,52.5,2.85,64.3,98024,Danger,Orange,51463.0,1.16,0.31,2026-09-04T18:06:16
26,Ward 26,2026-09-06,35.38,72.14,32.78,46.81,61.6,52.1,3.08,65.9,25371,Danger,Orange,13218.0,1.16,0.08,2026-09-04T18:06:16
62,Ward 62,2026-09-06,35.3,71.51,32.69,46.98,60.6,52.0,3.3,68.4,34832,Danger,Orange,18113.0,1.15,0.11,2026-09-04T18:06:16
25,Ward 25,2026-09-06,35.43,71.93,32.8,46.86,61.8,51.7,3.13,63.8,27484,Danger,Orange,14209.0,1.16,0.08,2026-09-04T18:06:16
21,Ward 21,2026-09-06,35.26,72.62,32.72,46.63,60.9,51.5,2.96,65.8,21187,Danger,Orange,10911.0,1.15,0.06,2026-09-04T18:06:16
56,Ward 56,2026-09-06,35.25,73.4,32.91,47.88,63.0,51.4,2.95,59.2,43622,Danger,Orange,22422.0,1.16,0.14,2026-09-04T18:06:16
20,Ward 20,2026-09-06,35.36,72.23,32.78,46.79,61.6,51.0,3.06,61.7,21576,Danger,Orange,11004.0,1.16,0.07,2026-09-04T18:06:16
44,Ward 44,2026-09-06,35.17,73.0,32.68,46.5,60.5,51.0,2.87,65.2,29600,Danger,Orange,15096.0,1.15,0.09,2026-09-04T18:06:16
78,Ward 78,2026-09-06,35.18,72.0,32.63,46.81,59.9,50.9,3.18,66.7,54090,Danger,Orange,27532.0,1.15,0.16,2026-09-04T18:06:16
16,Ward 16,2026-09-06,35.26,72.59,32.75,46.9,61.2,50.4,3.06,60.7,20904,Danger,Orange,10536.0,1.16,0.06,2026-09-04T18:06:16
135,Ward 135,2026-09-06,34.68,74.06,32.38,46.13,57.2,50.0,2.68,71.9,33258,Danger,Orange,16629.0,1.14,0.09,2026-09-04T18:06:16
11,Ward 11,2026-09-06,35.26,72.59,32.75,46.9,61.2,49.9,3.06,59.0,22152,Caution,Yellow,11054.0,1.16,0.07,2026-09-04T18:06:16
38,Ward 38,2026-09-06,35.12,73.18,32.68,46.72,60.5,49.5,2.92,59.7,28791,Caution,Yellow,14252.0,1.15,0.09,2026-09-04T18:06:16
52,Ward 52,2026-09-06,35.07,72.46,32.58,46.66,59.4,49.3,3.07,62.4,16869,Caution,Yellow,8316.0,1.15,0.05,2026-09-04T18:06:16
134,Ward 134,2026-09-06,34.45,75.05,32.28,45.79,56.1,49.1,2.45,72.2,35780,Caution,Yellow,17568.0,1.14,0.1,2026-09-04T18:06:16
10,Ward 10,2026-09-06,35.17,72.98,32.7,46.77,60.7,48.9,2.97,56.8,27700,Caution,Yellow,13545.0,1.15,0.08,2026-09-04T18:06:16
59,Ward 59,2026-09-06,34.76,75.49,32.67,47.2,60.4,48.9,2.46,57.8,70261,Caution,Yellow,34358.0,1.15,0.21,2026-09-04T18:06:16
40,Ward 40,2026-09-06,35.03,73.55,32.64,46.59,60.0,48.7,2.83,58.1,20549,Caution,Yellow,10007.0,1.15,0.06,2026-09-04T18:06:16
53,Ward 53,2026-09-06,35.09,72.37,32.59,46.67,59.5,48.7,3.09,59.7,25598,Caution,Yellow,12466.0,1.15,0.08,2026-09-04T18:06:16
30,Ward 30,2026-09-06,35.0,73.69,32.62,46.54,59.8,47.7,2.8,55.1,30050,Caution,Yellow,14334.0,1.15,0.09,2026-09-04T18:06:16
36,Ward 36,2026-09-06,34.3,76.68,32.28,45.55,56.1,47.7,2.1,66.9,27238,Caution,Yellow,12993.0,1.14,0.08,2026-09-04T18:06:16
91,Ward 91,2026-09-06,34.83,75.19,32.7,47.28,60.7,47.7,2.53,52.5,38450,Caution,Yellow,18341.0,1.15,0.12,2026-09-04T18:06:16
9,Ward 9,2026-09-06,35.12,73.2,32.66,46.44,60.3,47.6,2.82,53.2,16420,Caution,Yellow,7816.0,1.15,0.05,2026-09-04T18:06:16
61,Ward 61,2026-09-06,34.71,73.95,32.4,46.17,57.4,47.5,2.71,61.6,29704,Caution,Yellow,14109.0,1.14,0.08,2026-09-04T18:06:16
67,Ward 67,2026-09-06,34.71,75.7,32.65,47.14,60.1,47.5,2.41,53.4,56284,Caution,Yellow,26735.0,1.15,0.17,2026-09-04T18:06:16
75,Ward 75,2026-09-06,34.71,73.95,32.4,46.17,57.4,47.3,2.71,61.0,26925,Caution,Yellow,12736.0,1.14,0.08,2026-09-04T18:06:16
14,Ward 14,2026-09-06,34.91,74.06,32.59,46.46,59.5,47.2,2.71,54.2,53343,Caution,Yellow,25178.0,1.15,0.16,2026-09-04T18:06:16
22,Ward 22,2026-09-06,34.81,74.5,32.51,46.0,58.6,47.2,2.51,56.7,15730,Caution,Yellow,7425.0,1.15,0.05,2026-09-04T18:06:16
64,Ward 64,2026-09-06,34.55,76.39,32.57,46.92,59.3,47.1,2.25,54.1,31280,Caution,Yellow,14733.0,1.15,0.09,2026-09-04T18:06:16
55,Ward 55,2026-09-06,34.62,76.1,32.6,47.0,59.6,47.0,2.32,52.9,32254,Caution,Yellow,15159.0,1.15,0.1,2026-09-04T18:06:16
34,Ward 34,2026-09-06,34.86,75.05,32.72,47.33,60.9,46.9,2.56,49.0,29773,Caution,Yellow,13964.0,1.15,0.09,2026-09-04T18:06:16
88,Ward 88,2026-09-06,34.8,73.57,32.44,46.26,57.8,46.9,2.8,58.0,23672,Caution,Yellow,11102.0,1.15,0.07,2026-09-04T18:06:16
17,Ward 17,2026-09-06,35.04,73.53,32.65,46.62,60.1,46.8,2.84,51.0,21023,Caution,Yellow,9839.0,1.15,0.06,2026-09-04T18:06:16
83,Ward 83,2026-09-06,34.78,73.66,32.44,46.25,57.8,46.8,2.78,57.9,22163,Caution,Yellow,10372.0,1.15,0.06,2026-09-04T18:06:16
3,Ward 3,2026-09-06,34.78,74.62,32.52,46.25,58.7,46.7,2.58,54.4,53855,Caution,Yellow,25150.0,1.15,0.16,2026-09-04T18:06:16
47,Ward 47,2026-09-06,34.84,74.38,32.52,46.05,58.7,46.7,2.54,54.7,14684,Caution,Yellow,6857.0,1.15,0.04,2026-09-04T18:06:16
13,Ward 13,2026-09-06,34.72,74.87,32.48,46.16,58.3,46.6,2.52,55.4,33066,Caution,Yellow,15409.0,1.15,0.1,2026-09-04T18:06:16
27,Ward 27,2026-09-06,34.83,74.4,32.54,46.3,58.9,46.6,2.63,53.7,19350,Caution,Yellow,9017.0,1.15,0.06,2026-09-04T18:06:16
8,Ward 8,2026-09-06,34.98,73.76,32.61,46.53,59.7,46.5,2.78,50.9,18760,Caution,Yellow,8723.0,1.15,0.06,2026-09-04T18:06:16
84,Ward 84,2026-09-06,34.62,74.33,32.36,46.04,57.0,46.4,2.62,58.6,19230,Caution,Yellow,8923.0,1.14,0.05,2026-09-04T18:06:16
7,Ward 7,2026-09-06,34.81,74.48,32.53,46.29,58.8,46.3,2.61,52.6,19180,Caution,Yellow,8880.0,1.15,0.06,2026-09-04T18:06:16
1,Ward 1,2026-09-06,34.73,74.82,32.49,46.19,58.4,46.2,2.53,53.6,53125,Caution,Yellow,24544.0,1.15,0.15,2026-09-04T18:06:16
15,Ward 15,2026-09-06,34.81,74.48,32.53,46.29,58.8,46.2,2.61,52.4,23922,Caution,Yellow,11052.0,1.15,0.07,2026-09-04T18:06:16
76,Ward 76,2026-09-06,34.75,73.77,32.42,46.2,57.6,46.1,2.75,55.5,21946,Caution,Yellow,10117.0,1.14,0.06,2026-09-04T18:06:16
99,Ward 99,2026-09-06,34.51,76.41,32.63,47.53,59.9,46.0,2.41,48.4,26739,Caution,Yellow,12300.0,1.15,0.08,2026-09-04T18:06:16
73,Ward 73,2026-09-06,34.67,74.12,32.38,46.1,57.2,45.8,2.67,55.8,23512,Caution,Yellow,10768.0,1.14,0.07,2026-09-04T18:06:16
4,Ward 4,2026-09-06,34.71,74.92,32.49,46.17,58.4,45.7,2.51,51.5,34476,Caution,Yellow,15756.0,1.15,0.1,2026-09-04T18:06:16
35,Ward 35,2026-09-06,34.84,74.35,32.55,46.34,59.0,45.7,2.64,49.9,35024,Caution,Yellow,16006.0,1.15,0.1,2026-09-04T18:06:16
82,Ward 82,2026-09-06,34.64,74.23,32.37,46.05,57.1,45.7,2.64,55.7,38838,Caution,Yellow,17749.0,1.14,0.11,2026-09-04T18:06:16
85,Ward 85,2026-09-06,34.61,74.36,32.35,46.0,56.9,45.6,2.61,56.0,29566,Caution,Yellow,13482.0,1.14,0.08,2026-09-04T18:06:16
105,Ward 105,2026-09-06,34.68,75.83,32.64,47.09,60.0,45.4,2.38,45.8,21267,Caution,Yellow,9655.0,1.15,0.06,2026-09-04T18:06:16
68,Ward 68,2026-09-06,34.43,76.92,32.51,46.72,58.6,45.3,2.13,49.4,20724,Caution,Yellow,9388.0,1.15,0.06,2026-09-04T18:06:16
103,Ward 103,2026-09-06,34.41,76.84,32.57,47.34,59.3,45.2,2.31,47.3,25428,Caution,Yellow,11493.0,1.15,0.07,2026-09-04T18:06:16
50,Ward 50,2026-09-06,34.63,74.27,32.36,46.02,57.0,44.9,2.63,53.0,17251,Caution,Yellow,7746.0,1.14,0.05,2026-09-04T18:06:16
101,Ward 101,2026-09-06,34.3,77.33,32.53,47.22,58.8,44.8,2.2,47.2,40208,Caution,Yellow,18013.0,1.15,0.12,2026-09-04T18:06:16
81,Ward 81,2026-09-06,34.44,75.08,32.27,45.76,56.0,44.7,2.44,55.1,41501,Caution,Yellow,18551.0,1.14,0.12,2026-09-04T18:06:16
104,Ward 104,2026-09-06,34.61,76.13,32.59,46.96,59.5,44.5,2.31,43.9,33185,Caution,Yellow,14767.0,1.15,0.1,2026-09-04T18:06:16
133,Ward 133,2026-09-06,34.37,75.38,32.23,45.68,55.6,44.4,2.37,55.1,25588,Caution,Yellow,11361.0,1.14,0.07,2026-09-04T18:06:16
12,Ward 12,2026-09-06,34.41,76.19,32.33,45.71,56.6,44.1,2.21,51.1,21493,Caution,Yellow,9478.0,1.14,0.06,2026-09-04T18:06:16
32,Ward 32,2026-09-06,34.2,77.11,32.23,45.43,55.6,44.1,2.0,54.1,45636,Caution,Yellow,20125.0,1.14,0.13,2026-09-04T18:06:16
