ward_id,ward_name,date,tmax_adj_c,rh_mean_pct,wbgt_peak_c,hi_peak_c,hazard_score,risk_score,uhi_delta_c,vulnerability,population,risk_band,risk_colour,exposed_population,relative_risk,excess_deaths_per_day,run_at
92,Ward 92,2026-09-06,34.44,76.87,32.52,46.75,58.7,44.1,2.14,44.8,36450,Caution,Yellow,16074.0,1.15,0.11,2026-09-04T18:06:16
132,Ward 132,2026-09-06,34.38,75.34,32.24,45.66,55.7,44.1,2.38,53.9,26274,Caution,Yellow,11587.0,1.14,0.07,2026-09-04T18:06:16
6,Ward 6,2026-09-06,34.23,76.99,32.25,45.48,55.8,44.0,2.03,52.9,42346,Caution,Yellow,18632.0,1.14,0.12,2026-09-04T18:06:16
31,Ward 31,2026-09-06,34.4,76.25,32.33,45.73,56.6,43.9,2.2,50.1,39025,Caution,Yellow,17132.0,1.14,0.11,2026-09-04T18:06:16
51,Ward 51,2026-09-06,34.56,74.58,32.33,45.94,56.6,43.9,2.56,50.0,13556,Caution,Yellow,5951.0,1.14,0.04,2026-09-04T18:06:16
96,Ward 96,2026-09-06,34.43,76.51,32.41,46.39,57.5,43.9,2.33,47.3,31033,Caution,Yellow,13623.0,1.14,0.09,2026-09-04T18:06:16
102,Ward 102,2026-09-06,34.2,77.77,32.47,47.02,58.2,43.9,2.1,45.5,21503,Caution,Yellow,9440.0,1.15,0.06,2026-09-04T18:06:16
106,Ward 106,2026-09-06,34.3,77.49,32.45,46.54,58.0,43.9,2.0,46.1,40618,Caution,Yellow,17831.0,1.15,0.12,2026-09-04T18:06:16
107,Ward 107,2026-09-06,34.2,77.94,32.4,46.41,57.4,43.9,1.9,47.8,54260,Caution,Yellow,23820.0,1.14,0.15,2026-09-04T18:06:16
57,Ward 57,2026-09-06,34.02,78.75,32.3,46.1,56.3,43.8,1.72,50.6,49856,Caution,Yellow,21837.0,1.14,0.14,2026-09-04T18:06:16
72,Ward 72,2026-09-06,34.4,75.26,32.24,45.73,55.7,43.8,2.4,52.6,19167,Caution,Yellow,8395.0,1.14,0.05,2026-09-04T18:06:16
95,Ward 95,2026-09-06,34.39,76.68,32.39,46.31,57.3,43.8,2.29,47.6,26737,Caution,Yellow,11711.0,1.14,0.08,2026-09-04T18:06:16
117,Ward 117,2026-09-06,34.34,75.52,32.21,45.63,55.4,43.7,2.34,53.1,21824,Caution,Yellow,9537.0,1.14,0.06,2026-09-04T18:06:16
98,Ward 98,2026-09-06,34.43,76.51,32.41,46.39,57.5,43.6,2.33,46.3,31708,Caution,Yellow,13825.0,1.14,0.09,2026-09-04T18:06:16
2,Ward 2,2026-09-06,34.51,75.77,32.39,45.88,57.3,43.5,2.31,46.3,48190,Caution,Yellow,20963.0,1.14,0.14,2026-09-04T18:06:16
116,Ward 116,2026-09-06,34.19,77.56,32.28,46.04,56.1,43.4,2.09,49.7,28338,Caution,Yellow,12299.0,1.14,0.08,2026-09-04T18:06:16
118,Ward 118,2026-09-06,34.3,75.68,32.2,45.55,55.2,43.4,2.3,52.3,21810,Caution,Yellow,9466.0,1.14,0.06,2026-09-04T18:06:16
89,Ward 89,2026-09-06,34.43,75.13,32.26,45.77,55.9,43.3,2.43,50.0,22304,Caution,Yellow,9658.0,1.14,0.06,2026-09-04T18:06:16
138,Ward 138,2026-09-06,34.0,79.46,31.95,44.24,52.6,43.3,1.8,60.7,28858,Caution,Yellow,12496.0,1.13,0.07,2026-09-04T18:06:16
120,Ward 120,2026-09-06,34.37,75.38,32.23,45.68,55.6,43.1,2.37,49.9,19710,Caution,Yellow,8495.0,1.14,0.05,2026-09-04T18:06:16
100,Ward 100,2026-09-06,34.05,78.43,32.4,46.81,57.4,42.8,1.95,43.6,25507,Caution,Yellow,10917.0,1.14,0.07,2026-09-04T18:06:16
111,Ward 111,2026-09-06,33.92,79.02,32.33,46.61,56.6,42.7,1.82,45.5,38647,Caution,Yellow,16502.0,1.14,0.11,2026-09-04T18:06:16
112,Ward 112,2026-09-06,34.14,77.78,32.26,45.97,55.9,42.7,2.04,47.5,32404,Caution,Yellow,13837.0,1.14,0.09,2026-09-04T18:06:16
113,Ward 113,2026-09-06,34.11,77.92,32.25,45.92,55.8,42.7,2.01,47.7,33475,Caution,Yellow,14294.0,1.14,0.09,2026-09-04T18:06:16
123,Ward 123,2026-09-06,34.1,77.97,32.25,45.89,55.8,42.6,2.0,47.5,35386,Caution,Yellow,15074.0,1.14,0.1,2026-09-04T18:06:16
115,Ward 115,2026-09-06,34.2,77.51,32.29,46.03,56.2,42.5,2.1,46.0,31919,Caution,Yellow,13566.0,1.14,0.09,2026-09-04T18:06:16
114,Ward 114,2026-09-06,34.04,78.23,32.22,45.79,55.5,42.4,1.94,47.4,41913,Caution,Yellow,17771.0,1.14,0.12,2026-09-04T18:06:16
71,Ward 71,2026-09-06,34.28,75.77,32.19,45.54,55.1,42.3,2.28,48.2,29922,Caution,Yellow,12657.0,1.14,0.08,2026-09-04T18:06:16
121,Ward 121,2026-09-06,34.02,78.32,32.21,45.77,55.4,42.3,1.92,47.5,29921,Caution,Yellow,12657.0,1.14,0.08,2026-09-04T18:06:16
130,Ward 130,2026-09-06,34.2,76.12,32.14,45.43,54.6,42.3,2.2,49.8,23227,Caution,Yellow,9825.0,1.14,0.06,2026-09-04T18:06:16
110,Ward 110,2026-09-06,33.83,79.42,32.29,46.5,56.2,42.2,1.73,44.7,27470,Caution,Yellow,11592.0,1.14,0.08,2026-09-04T18:06:16
124,Ward 124,2026-09-06,33.93,78.73,32.16,45.67,54.8,42.0,1.83,47.9,39179,Caution,Yellow,16455.0,1.14,0.11,2026-09-04T18:06:16
128,Ward 128,2026-09-06,34.02,78.32,32.21,45.77,55.4,42.0,1.92,46.1,32179,Caution,Yellow,13515.0,1.14,0.09,2026-09-04T18:06:16
131,Ward 131,2026-09-06,34.15,76.33,32.12,45.36,54.4,41.9,2.15,48.9,30911,Caution,Yellow,12952.0,1.14,0.08,2026-09-04T18:06:16
33,Ward 33,2026-09-06,33.99,78.87,32.3,46.1,56.3,41.7,1.69,42.5,45919,Caution,Yellow,19148.0,1.14,0.13,2026-09-04T18:06:16
136,Ward 136,2026-09-06,33.97,77.13,32.04,45.07,53.5,41.7,1.97,51.0,21482,Caution,Yellow,8958.0,1.13,0.06,2026-09-04T18:06:16
125,Ward 125,2026-09-06,33.91,78.81,32.15,45.6,54.7,41.6,1.81,46.6,44850,Caution,Yellow,18658.0,1.14,0.12,2026-09-04T18:06:16
69,Ward 69,2026-09-06,33.98,77.07,32.03,45.11,53.4,41.5,1.98,50.6,44111,Caution,Yellow,18306.0,1.13,0.12,2026-09-04T18:06:16
119,Ward 119,2026-09-06,34.16,76.3,32.13,45.35,54.5,41.5,2.16,46.9,16491,Caution,Yellow,6844.0,1.14,0.04,2026-09-04T18:06:16
137,Ward 137,2026-09-06,33.61,78.73,31.85,44.57,51.5,41.5,1.61,56.7,19385,Caution,Yellow,8045.0,1.13,0.05,2026-09-04T18:06:16
93,Ward 93,2026-09-06,34.12,76.47,32.1,45.32,54.2,41.4,2.12,47.7,44364,Caution,Yellow,18367.0,1.14,0.12,2026-09-04T18:06:16
139,Ward 139,2026-09-06,33.6,81.31,31.76,43.69,50.6,41.2,1.4,58.5,42014,Caution,Yellow,17310.0,1.13,0.1,2026-09-04T18:06:16
58,Ward 58,2026-09-06,33.25,82.3,31.94,45.0,52.5,41.1,0.95,51.8,88465,Caution,Yellow,36359.0,1.13,0.23,2026-09-04T18:06:16
70,Ward 70,2026-09-06,34.06,76.73,32.08,45.22,54.0,40.9,2.06,46.0,18618,Caution,Yellow,7615.0,1.14,0.05,2026-09-04T18:06:16
129,Ward 129,2026-09-06,33.98,77.07,32.03,45.11,53.4,40.9,1.98,47.9,39654,Caution,Yellow,16218.0,1.13,0.1,2026-09-04T18:06:16
86,Ward 86,2026-09-06,33.93,77.3,32.01,45.04,53.2,40.5,1.93,47.1,19195,Caution,Yellow,7774.0,1.13,0.05,2026-09-04T18:06:16
109,Ward 109,2026-09-06,33.24,82.16,32.01,45.6,53.2,40.3,1.14,46.2,64567,Caution,Yellow,26021.0,1.13,0.17,2026-09-04T18:06:16
127,Ward 127,2026-09-06,33.67,79.9,32.04,45.28,53.5,40.0,1.57,44.0,43782,Caution,Yellow,17513.0,1.13,0.12,2026-09-04T18:06:16
5,Ward 5,2026-09-06,33.9,78.45,32.08,44.99,54.0,39.9,1.7,42.1,23707,Caution,Yellow,9459.0,1.14,0.06,2026-09-04T18:06:16
122,Ward 122,2026-09-06,33.65,79.98,32.02,45.21,53.3,39.8,1.55,43.9,39198,Caution,Yellow,15601.0,1.13,0.1,2026-09-04T18:06:16
141,Ward 141,2026-09-06,33.38,82.33,31.64,43.36,49.3,39.5,1.18,55.9,41152,Caution,Yellow,16255.0,1.12,0.1,2026-09-04T18:06:16
140,Ward 140,2026-09-06,33.27,82.86,31.59,43.19,48.8,39.3,1.07,56.8,30504,Caution,Yellow,11988.0,1.12,0.07,2026-09-04T18:06:16
79,Ward 79,2026-09-06,33.45,79.44,31.78,44.33,50.8,39.2,1.45,49.2,44303,Caution,Yellow,17367.0,1.13,0.11,2026-09-04T18:06:16
126,Ward 126,2026-09-06,33.52,80.6,31.95,45.06,52.6,38.7,1.42,41.4,31631,Caution,Yellow,12241.0,1.13,0.08,2026-09-04T18:06:16
97,Ward 97,2026-09-06,33.45,80.92,31.92,44.92,52.3,37.6,1.35,37.4,37199,Caution,Yellow,13987.0,1.13,0.1,2026-09-04T18:06:16
46,Ward 46,2026-09-06,33.03,81.38,31.57,43.7,48.6,37.4,1.03,48.6,12823,Caution,Yellow,4796.0,1.12,0.03,2026-09-04T18:06:16
74,Ward 74,2026-09-06,33.21,80.54,31.66,43.97,49.5,37.3,1.21,45.1,42176,Caution,Yellow,15732.0,1.12,0.1,2026-09-04T18:06:16
108,Ward 108,2026-09-06,32.66,85.14,31.65,44.09,49.4,37.0,0.36,44.3,64777,Caution,Yellow,23967.0,1.12,0.16,2026-09-04T18:06:16
87,Ward 87,2026-09-06,33.05,81.3,31.58,43.76,48.7,35.2,1.05,38.2,12675,Caution,Yellow,4462.0,1.12,0.03,2026-09-04T18:06:16
45,Ward 45,2026-09-06,32.3,86.02,31.26,42.28,45.4,35.0,0.0,49.3,8394,Caution,Yellow,2938.0,1.11,0.02,2026-09-04T18:06:16
80,Ward 80,2026-09-06,32.04,86.17,31.09,42.2,43.7,34.1,0.04,51.2,31094,Caution,Yellow,10603.0,1.11,0.07,2026-09-04T18:06:16
94,Ward 94,2026-09-06,32.67,84.62,31.55,43.74,48.4,34.1,0.57,34.3,27469,Caution,Yellow,9367.0,1.12,0.07,2026-09-04T18:06:16
90,Ward 90,2026-09-06,32.45,84.15,31.28,42.84,45.6,32.5,0.45,36.3,18857,Caution,Yellow,6129.0,1.11,0.04,2026-09-04T18:06:16
63,Ward 63,2026-09-06,32.08,85.97,31.1,42.25,43.8,32.2,0.08,41.1,24387,Caution,Yellow,7853.0,1.11,0.05,2026-09-04T18:06:16
24,Ward 24,2026-09-07,35.07,73.68,32.68,46.1,60.5,55.2,3.47,80.5,19824,Danger,Orange,10943.0,1.15,0.06,2026-09-04T18:06:16
23,Ward 23,2026-09-07,35.1,73.56,32.7,46.14,60.7,54.4,3.5,77.0,18256,Danger,Orange,9931.0,1.15,0.06,2026-09-04T18:06:16
49,Ward 49,2026-09-07,35.12,74.8,32.53,45.46,58.8,54.2,3.22,82.7,19416,Danger,Orange,10523.0,1.15,0.06,2026-09-04T18:06:16
77,Ward 77,2026-09-07,35.1,74.3,32.81,46.35,61.9,54.2,3.4,72.2,45984,Danger,Orange,24923.0,1.16,0.14,2026-09-04T18:06:16
54,Ward 54,2026-09-07,35.09,74.41,32.75,45.96,61.2,53.6,3.39,72.5,36235,Danger,Orange,19422.0,1.16,0.11,2026-09-04T18:06:16
29,Ward 29,2026-09-07,35.19,74.51,32.57,45.57,59.3,53.5,3.29,78.3,53782,Danger,Orange,28773.0,1.15,0.16,2026-09-04T18:06:16
39,Ward 39,2026-09-07,34.84,74.65,32.57,45.79,59.3,53.3,3.24,77.7,21296,Danger,Orange,11351.0,1.15,0.06,2026-09-04T18:06:16
18,Ward 18,2026-09-07,35.03,73.86,32.66,46.03,60.3,52.5,3.43,71.1,22267,Danger,Orange,11690.0,1.15,0.07,2026-09-04T18:06:16
62,Ward 62,2026-09-07,35.0,74.73,32.75,46.19,61.2,52.5,3.3,68.4,34832,Danger,Orange,18287.0,1.16,0.11,2026-09-04T18:06:16
28,Ward 28,2026-09-07,35.22,74.38,32.58,45.61,59.4,52.1,3.32,72.7,38110,Danger,Orange,19855.0,1.15,0.11,2026-09-04T18:06:16
48,Ward 48,2026-09-07,34.92,74.32,32.6,45.89,59.6,51.7,3.32,70.7,20437,Danger,Orange,10566.0,1.15,0.06,2026-09-04T18:06:16
42,Ward 42,2026-09-07,34.66,75.43,32.47,45.52,58.2,51.6,3.06,74.9,21746,Danger,Orange,11221.0,1.15,0.06,2026-09-04T18:06:16
78,Ward 78,2026-09-07,34.88,75.23,32.69,46.01,60.6,51.5,3.18,66.7,54090,Danger,Orange,27856.0,1.15,0.16,2026-09-04T18:06:16
43,Ward 43,2026-09-07,34.77,74.95,32.53,45.67,58.8,51.4,3.17,71.9,17677,Danger,Orange,9086.0,1.15,0.05,2026-09-04T18:06:16
37,Ward 37,2026-09-07,35.06,75.07,32.5,45.38,58.5,50.7,3.16,70.2,24020,Danger,Orange,12178.0,1.15,0.07,2026-09-04T18:06:16
135,Ward 135,2026-09-07,34.38,77.41,32.45,45.32,58.0,50.7,2.68,71.9,33258,Danger,Orange,16862.0,1.15,0.1,2026-09-04T18:06:16
41,Ward 41,2026-09-07,34.66,75.43,32.47,45.52,58.2,50.0,3.06,68.6,19946,Danger,Orange,9973.0,1.15,0.06,2026-09-04T18:06:16
19,Ward 19,2026-09-07,34.91,74.36,32.59,45.85,59.5,49.9,3.31,64.3,21158,Caution,Yellow,10558.0,1.15,0.06,2026-09-04T18:06:16
52,Ward 52,2026-09-07,34.77,75.7,32.64,45.86,60.0,49.8,3.07,62.4,16869,Caution,Yellow,8401.0,1.15,0.05,2026-09-04T18:06:16
134,Ward 134,2026-09-07,34.15,78.45,32.33,44.98,56.6,49.5,2.45,72.2,35780,Caution,Yellow,17711.0,1.14,0.1,2026-09-04T18:06:16
26,Ward 26,2026-09-07,34.68,75.34,32.48,45.53,58.3,49.4,3.08,65.9,25371,Caution,Yellow,12533.0,1.15,0.07,2026-09-04T18:06:16
60,Ward 60,2026-09-07,34.64,76.34,32.52,45.31,58.7,49.3,2.94,64.6,35732,Caution,Yellow,17616.0,1.15,0.1,2026-09-04T18:06:16
65,Ward 65,2026-09-07,34.6,76.51,32.51,45.29,58.6,49.2,2.9,64.2,72427,Caution,Yellow,35634.0,1.15,0.21,2026-09-04T18:06:16
25,Ward 25,2026-09-07,34.73,75.12,32.51,45.64,58.6,49.1,3.13,63.8,27484,Caution,Yellow,13495.0,1.15,0.08,2026-09-04T18:06:16
53,Ward 53,2026-09-07,34.79,75.61,32.64,45.88,60.0,49.1,3.09,59.7,25598,Caution,Yellow,12569.0,1.15,0.08,2026-09-04T18:06:16
66,Ward 66,2026-09-07,34.55,76.74,32.48,45.18,58.3,48.9,2.85,64.3,98024,Caution,Yellow,47934.0,1.15,0.28,2026-09-04T18:06:16
21,Ward 21,2026-09-07,34.56,75.86,32.43,45.4,57.7,48.8,2.96,65.8,21187,Caution,Yellow,10339.0,1.14,0.06,2026-09-04T18:06:16
20,Ward 20,2026-09-07,34.66,75.43,32.47,45.52,58.2,48.2,3.06,61.7,21576,Caution,Yellow,10400.0,1.15,0.06,2026-09-04T18:06:16
44,Ward 44,2026-09-07,34.47,76.25,32.38,45.27,57.2,48.2,2.87,65.2,29600,Caution,Yellow,14267.0,1.14,0.08,2026-09-04T18:06:16
61,Ward 61,2026-09-07,34.41,77.29,32.46,45.37,58.1,48.1,2.71,61.6,29704,Caution,Yellow,14288.0,1.15,0.09,2026-09-04T18:06:16
56,Ward 56,2026-09-07,34.65,76.29,32.53,45.34,58.8,48.0,2.95,59.2,43622,Caution,Yellow,20939.0,1.15,0.13,2026-09-04T18:06:16
75,Ward 75,2026-09-07,34.41,77.29,32.46,45.37,58.1,47.9,2.71,61.0,26925,Caution,Yellow,12897.0,1.15,0.08,2026-09-04T18:06:16
16,Ward 16,2026-09-07,34.96,75.5,32.44,45.22,57.8,47.6,3.06,60.7,20904,Caution,Yellow,9950.0,1.15,0.06,2026-09-04T18:06:16
88,Ward 88,2026-09-07,34.5,76.89,32.51,45.51,58.6,47.5,2.8,58.0,23672,Caution,Yellow,11244.0,1.15,0.07,2026-09-04T18:06:16
83,Ward 83,2026-09-07,34.48,76.98,32.49,45.45,58.4,47.3,2.78,57.9,22163,Caution,Yellow,10483.0,1.15,0.06,2026-09-04T18:06:16
11,Ward 11,2026-09-07,34.96,75.5,32.44,45.22,57.8,47.1,3.06,59.0,22152,Caution,Yellow,10434.0,1.15,0.06,2026-09-04T18:06:16
38,Ward 38,2026-09-07,34.82,76.1,32.38,45.04,57.2,46.8,2.92,59.7,28791,Caution,Yellow,13474.0,1.14,0.08,2026-09-04T18:06:16
84,Ward 84,2026-09-07,34.32,77.68,32.41,45.23,57.5,46.8,2.62,58.6,19230,Caution,Yellow,9000.0,1.14,0.05,2026-09-04T18:06:16
76,Ward 76,2026-09-07,34.45,77.11,32.47,45.4,58.2,46.5,2.75,55.5,21946,Caution,Yellow,10205.0,1.15,0.06,2026-09-04T18:06:16
73,Ward 73,2026-09-07,34.37,77.45,32.44,45.29,57.8,46.3,2.67,55.8,23512,Caution,Yellow,10886.0,1.15,0.07,2026-09-04T18:06:16
10,Ward 10,2026-09-07,34.87,75.88,32.4,45.1,57.4,46.2,2.97,56.8,27700,Caution,Yellow,12797.0,1.14,0.08,2026-09-04T18:06:16
82,Ward 82,2026-09-07,34.34,77.6,32.42,45.25,57.6,46.1,2.64,55.7,38838,Caution,Yellow,17904.0,1.14,0.11,2026-09-04T18:06:16
85,Ward 85,2026-09-07,34.31,77.71,32.41,45.2,57.5,46.1,2.61,56.0,29566,Caution,Yellow,13630.0,1.14,0.08,2026-09-04T18:06:16
40,Ward 40,2026-09-07,34.73,76.49,32.33,44.91,56.6,45.9,2.83,58.1,20549,Caution,Yellow,9432.0,1.14,0.06,2026-09-04T18:06:16
50,Ward 50,2026-09-07,34.33,77.63,32.42,45.26,57.6,45.4,2.63,53.0,17251,Caution,Yellow,7832.0,1.14,0.05,2026-09-04T18:06:16
59,Ward 59,2026-09-07,34.16,78.47,32.28,44.64,56.1,45.4,2.46,57.8,70261,Caution,Yellow,31898.0,1.14,0.2,2026-09-04T18:06:16
138,Ward 138,2026-09-07,32.9,83.81,32.2,44.64,55.2,45.4,1.8,60.7,28858,Caution,Yellow,13102.0,1.14,0.08,2026-09-04T18:06:16
30,Ward 30,2026-09-07,34.7,76.62,32.32,44.87,56.5,45.1,2.8,55.1,30050,Caution,Yellow,13553.0,1.14,0.08,2026-09-04T18:06:16
81,Ward 81,2026-09-07,34.14,78.48,32.32,44.95,56.5,45.1,2.44,55.1,41501,Caution,Yellow,18717.0,1.14,0.12,2026-09-04T18:06:16
9,Ward 9,2026-09-07,34.42,76.48,32.36,45.21,57.0,45.0,2.82,53.2,16420,Caution,Yellow,7389.0,1.14,0.05,2026-09-04T18:06:16
36,Ward 36,2026-09-07,34.0,79.77,31.96,43.87,52.7,44.9,2.1,66.9,27238,Caution,Yellow,12230.0,1.13,0.07,2026-09-04T18:06:16
133,Ward 133,2026-09-07,34.07,78.78,32.29,44.87,56.2,44.8,2.37,55.1,25588,Caution,Yellow,11463.0,1.14,0.07,2026-09-04T18:06:16
22,Ward 22,2026-09-07,34.11,77.83,32.21,44.76,55.4,44.6,2.51,56.7,15730,Caution,Yellow,7016.0,1.14,0.04,2026-09-04T18:06:16
132,Ward 132,2026-09-07,34.08,78.76,32.3,44.9,56.3,44.6,2.38,53.9,26274,Caution,Yellow,11718.0,1.14,0.07,2026-09-04T18:06:16
14,Ward 14,2026-09-07,34.61,77.02,32.27,44.74,56.0,44.5,2.71,54.2,53343,Caution,Yellow,23738.0,1.14,0.15,2026-09-04T18:06:16
91,Ward 91,2026-09-07,34.23,78.15,32.33,44.76,56.6,44.5,2.53,52.5,38450,Caution,Yellow,17110.0,1.14,0.11,2026-09-04T18:06:16
72,Ward 72,2026-09-07,34.1,78.66,32.31,44.92,56.4,44.4,2.4,52.6,19167,Caution,Yellow,8510.0,1.14,0.05,2026-09-04T18:06:16
17,Ward 17,2026-09-07,34.74,76.44,32.34,44.94,56.8,44.3,2.84,51.0,21023,Caution,Yellow,9313.0,1.14,0.06,2026-09-04T18:06:16
51,Ward 51,2026-09-07,34.26,77.96,32.38,45.14,57.2,44.3,2.56,50.0,13556,Caution,Yellow,6005.0,1.14,0.04,2026-09-04T18:06:16
47,Ward 47,2026-09-07,34.14,77.71,32.22,44.81,55.5,44.2,2.54,54.7,14684,Caution,Yellow,6490.0,1.14,0.04,2026-09-04T18:06:16
67,Ward 67,2026-09-07,34.11,78.69,32.26,44.58,55.9,44.2,2.41,53.4,56284,Caution,Yellow,24878.0,1.14,0.16,2026-09-04T18:06:16
117,Ward 117,2026-09-07,34.04,78.95,32.27,44.83,56.0,44.2,2.34,53.1,21824,Caution,Yellow,9646.0,1.14,0.06,2026-09-04T18:06:16
3,Ward 3,2026-09-07,34.48,77.59,32.21,44.59,55.4,44.0,2.58,54.4,53855,Caution,Yellow,23696.0,1.14,0.15,2026-09-04T18:06:16
13,Ward 13,2026-09-07,34.42,77.85,32.18,44.5,55.0,44.0,2.52,55.4,33066,Caution,Yellow,14549.0,1.14,0.09,2026-09-04T18:06:16
27,Ward 27,2026-09-07,34.53,77.37,32.23,44.64,55.6,44.0,2.63,53.7,19350,Caution,Yellow,8514.0,1.14,0.05,2026-09-04T18:06:16
8,Ward 8,2026-09-07,34.68,76.71,32.31,44.86,56.4,43.9,2.78,50.9,18760,Caution,Yellow,8236.0,1.14,0.05,2026-09-04T18:06:16
118,Ward 118,2026-09-07,34.0,79.12,32.26,44.79,55.9,43.9,2.3,52.3,21810,Caution,Yellow,9575.0,1.14,0.06,2026-09-04T18:06:16
34,Ward 34,2026-09-07,34.26,78.02,32.34,44.81,56.8,43.8,2.56,49.0,29773,Caution,Yellow,13041.0,1.14,0.08,2026-09-04T18:06:16
89,Ward 89,2026-09-07,34.13,78.54,32.32,44.97,56.5,43.8,2.43,50.0,22304,Caution,Yellow,9769.0,1.14,0.06,2026-09-04T18:06:16
7,Ward 7,2026-09-07,34.51,77.46,32.23,44.63,55.6,43.7,2.61,52.6,19180,Caution,Yellow,8382.0,1.14,0.05,2026-09-04T18:06:16
15,Ward 15,2026-09-07,34.51,77.46,32.23,44.63,55.6,43.7,2.61,52.4,23922,Caution,Yellow,10454.0,1.14,0.07,2026-09-04T18:06:16
55,Ward 55,2026-09-07,34.02,79.1,32.21,44.44,55.4,43.7,2.32,52.9,32254,Caution,Yellow,14095.0,1.14,0.09,2026-09-04T18:06:16
64,Ward 64,2026-09-07,33.95,79.41,32.19,44.36,55.1,43.7,2.25,54.1,31280,Caution,Yellow,13669.0,1.14,0.09,2026-09-04T18:06:16
1,Ward 1,2026-09-07,34.43,77.8,32.18,44.48,55.0,43.5,2.53,53.6,53125,Caution,Yellow,23109.0,1.14,0.14,2026-09-04T18:06:16
120,Ward 120,2026-09-07,34.07,78.78,32.29,44.87,56.2,43.5,2.37,49.9,19710,Caution,Yellow,8574.0,1.14,0.05,2026-09-04T18:06:16
139,Ward 139,2026-09-07,32.5,85.77,32.01,44.02,53.2,43.3,1.4,58.5,42014,Caution,Yellow,18192.0,1.13,0.11,2026-09-04T18:06:16
35,Ward 35,2026-09-07,34.54,77.33,32.24,44.67,55.7,43.1,2.64,49.9,35024,Caution,Yellow,15095.0,1.14,0.1,2026-09-04T18:06:16
4,Ward 4,2026-09-07,34.41,77.9,32.17,44.47,54.9,42.9,2.51,51.5,34476,Caution,Yellow,14790.0,1.14,0.09,2026-09-04T18:06:16
71,Ward 71,2026-09-07,33.98,79.22,32.24,44.73,55.7,42.7,2.28,48.2,29922,Caution,Yellow,12777.0,1.14,0.08,2026-09-04T18:06:16
130,Ward 130,2026-09-07,33.9,79.56,32.2,44.62,55.2,42.7,2.2,49.8,23227,Caution,Yellow,9918.0,1.14,0.06,2026-09-04T18:06:16
95,Ward 95,2026-09-07,33.49,80.46,32.24,44.78,55.7,42.6,2.29,47.6,26737,Caution,Yellow,11390.0,1.14,0.07,2026-09-04T18:06:16
96,Ward 96,2026-09-07,33.53,80.27,32.25,44.82,55.8,42.6,2.33,47.3,31033,Caution,Yellow,13220.0,1.14,0.09,2026-09-04T18:06:16
131,Ward 131,2026-09-07,33.85,79.81,32.18,44.55,55.0,42.4,2.15,48.9,30911,Caution,Yellow,13106.0,1.14,0.08,2026-09-04T18:06:16
98,Ward 98,2026-09-07,33.53,80.27,32.25,44.82,55.8,42.3,2.33,46.3,31708,Caution,Yellow,13412.0,1.14,0.09,2026-09-04T18:06:16
105,Ward 105,2026-09-07,34.08,78.83,32.25,44.53,55.8,42.2,2.38,45.8,21267,Caution,Yellow,8975.0,1.14,0.06,2026-09-04T18:06:16
116,Ward 116,2026-09-07,33.29,81.39,32.13,44.45,54.5,42.2,2.09,49.7,28338,Caution,Yellow,11959.0,1.14,0.08,2026-09-04T18:06:16
136,Ward 136,2026-09-07,33.67,80.63,32.1,44.31,54.2,42.2,1.97,51.0,21482,Caution,Yellow,9065.0,1.14,0.06,2026-09-04T18:06:16
69,Ward 69,2026-09-07,33.68,80.59,32.09,44.29,54.1,42.1,1.98,50.6,44111,Caution,Yellow,18571.0,1.14,0.12,2026-09-04T18:06:16
68,Ward 68,2026-09-07,33.83,79.97,32.12,44.17,54.4,42.0,2.13,49.4,20724,Caution,Yellow,8704.0,1.14,0.06,2026-09-04T18:06:16
137,Ward 137,2026-09-07,33.31,82.33,31.91,43.75,52.2,42.0,1.61,56.7,19385,Caution,Yellow,8142.0,1.13,0.05,2026-09-04T18:06:16
93,Ward 93,2026-09-07,33.82,79.92,32.16,44.51,54.8,41.9,2.12,47.7,44364,Caution,Yellow,18589.0,1.14,0.12,2026-09-04T18:06:16
119,Ward 119,2026-09-07,33.86,79.74,32.19,44.59,55.1,41.9,2.16,46.9,16491,Caution,Yellow,6910.0,1.14,0.05,2026-09-04T18:06:16
99,Ward 99,2026-09-07,33.71,79.77,32.13,44.71,54.5,41.8,2.41,48.4,26739,Caution,Yellow,11177.0,1.14,0.07,2026-09-04T18:06:16
141,Ward 141,2026-09-07,32.28,86.86,31.9,43.66,52.1,41.8,1.18,55.9,41152,Caution,Yellow,17202.0,1.13,0.11,2026-09-04T18:06:16
12,Ward 12,2026-09-07,34.11,79.25,32.03,44.07,53.4,41.6,2.21,51.1,21493,Caution,Yellow,8941.0,1.13,0.06,2026-09-04T18:06:16
32,Ward 32,2026-09-07,33.9,80.22,31.92,43.75,52.3,41.5,2.0,54.1,45636,Caution,Yellow,18939.0,1.13,0.12,2026-09-04T18:06:16
112,Ward 112,2026-09-07,33.24,81.63,32.11,44.38,54.3,41.5,2.04,47.5,32404,Caution,Yellow,13448.0,1.14,0.09,2026-09-04T18:06:16
140,Ward 140,2026-09-07,32.17,87.42,31.85,43.49,51.5,41.5,1.07,56.8,30504,Caution,Yellow,12659.0,1.13,0.08,2026-09-04T18:06:16
104,Ward 104,2026-09-07,34.01,79.15,32.21,44.41,55.4,41.4,2.31,43.9,33185,Caution,Yellow,13739.0,1.14,0.09,2026-09-04T18:06:16
